Kanji,Word,Meaning,Meaning_FR,Meaning_KR
慢,緩慢,"slow, sluggish, dull","lent, lent, terne","느린, 느린, 둔한"
慢,高慢,"haughty, arrogant, proud","hautain, arrogant, fier","거만한, 오만, 자랑스러워"
慢,傲慢,"pride, haughtiness, arrogance, insolence, hubris","fierté, hautain, arrogance, insolence, orgueil","교만, 거만함, 오만, 무심함, 허비"
慢,自慢話,"boastful speech, bragging","discours vantard, se vanter","자랑스러운 연설, 자랑"
慢,慢心,"self-conceit, pride","auto-vanité, fierté","자부심, 자부심"
謀,参謀,"staff officer, participating in planning","officier du personnel, participant à la planification",기획에 참여하는 직원
謀,陰謀,"plot intrigue, conspiracy","intrigue complot, conspiration","음모, 음모"
謀,共謀,"conspiracy, complicity","conspiration, complicité","음모, 공모"
謀,首謀,"planning, plotting, ringleader","planification, complot, chef de file","계획, 플로팅, 링리더"
謀,無謀,"reckless, thoughtless, recklessness","téméraire, irréfléchise, insouciance","무모한, 사려 없는, 무모함"
謀,謀,"plan, strategy","plan, stratégie","계획, 전략"
謀,謀略,"strategy, stratagem, trick, scheme, plot","stratégie, stratagème, astuce, schéma, parcelle","전략, 계층, 트릭, 계획, 플롯"
謀,謀議,"plot, conspiracy, conference","complot, conspiration, conférence","음모, 음모, 회의"
謀,策謀,"strategy, artifice","stratégie, artifice","전략, 예술"
謀,謀反,"rebellion, uprising, insurrection; treason","rébellion, soulèvement, insurrection; Trahison","반란, 반란, 반란; 반 역"
拍,拍手,"clapping hands, applause","applaudissements, applaudissements","박수, 박수"
拍,拍車,(riding) spur,(équitation) éperon,(승마) 박차
拍,拍子,"(musical) time, tempo, beat, rhythm; the moment, the instance, chance","temps (musical), tempo, beat, rythme; le moment, l’instance, le hasard","(뮤지컬) 시간, 템포, 비트, 리듬; 순간, 인스턴스, 기회"
拍,脈拍,"pulse, pulsation, stroke of pulse","pouls, pulsation, coup de pouls","맥박, 맥동, 맥박 스트로크"
拍,心拍数,"one's heart rate, pulse rate","la fréquence cardiaque, le pouls","심박수, 맥박수"
拍,手拍子,"beating time, carelessly","battre le temps, négligemment","시간을 치고, 부주의하게"
拍,心拍,heart rate,fréquence cardiaque,심박수
拍,拍,beat (music); mora (rhythmic unit),beat (musique); mora (unité rythmique),비트 (음악); 모라 (리듬 유닛)
拍,三拍子,"triple time (music), 3 important requisites","triple temps (musique), 3 exigences importantes","트리플 타임 (음악), 3 가지 중요한 필수 사항"
拍,拍子抜け,"anticlimax, let-down, disappointment, loss of interest","anticlimax, déception, perte d’intérêt","안티클리맥스, 실망, 실망, 관심 상실"
李,李,"Japanese plum, prune, Prunus salicina","Prune japonaise, pruneau, Prunus salicina","자두, 자두, 프루누스 살리시나"
李,ヨーロッパ李,common European plum,prune européenne commune,일반적인 유럽 매화
李,行李,"portmanteau, wicker trunk, luggage, baggage","portmanteau, tronc en osier, bagages, bagages","포르만토, 고리버들 트렁크, 수하물, 수하물"
李,李下に冠を正さず,avoiding the appearance of evil (lit: don't straighten your crown under a plum tree),éviter l’apparence du mal (éclairé: ne pas redresser votre couronne sous un prunier),악의 모양을 피하기 (조명 : 매화 나무 아래 왕관을 곧게하지 마십시오)
李,李承晩,"Rhee Syngman, president of Korea 1948-1960","Rhee Syngman, président de la Corée 1948-1960","이신만, 한국 대통령 1948-1960"
李,桃李,person of one's recommendation; peach and plum,personne de sa recommandation; pêche et prune,추천인; 복숭아와 매화
李,柳行李,wicker trunk,tronc en osier,고리버들 트렁크
李,干し李,prune,pruneaux,잘라낼
李,李花,plum blossoms,fleurs de prune,매화
李,瓜田李下,"Be careful not to invite the least suspicion, Leave no room for scandal","Veillez à ne pas inviter le moindre soupçon, ne laissez aucune place au scandale","최소한의 의심을 초대하지 않도록주의, 스캔들에 대한 여지를 남겨"
丈,丈,"height, stature, length, measure, all (one has)","hauteur, stature, longueur, mesure, tout (on a)","신장, 키, 길이, 측정, 모두 (하나는)"
丈,大丈夫,"safe, all right, OK, okay","en toute sécurité, d’accord, OK, d’accord","안전, 괜찮아, 괜찮아, 괜찮아"
丈,丈夫,"healthy, robust, strong, solid, durable","sain, robuste, fort, solide, durable","건강, 견고한, 단단한, 내구성"
丈,背丈,"stature, height","stature, hauteur","키, 높이"
丈,頑丈,"solid, firm, stout, burly, strong, sturdy","solide, ferme, robuste, costaud, fort, robuste","단단한, 단단한, 단단한, burly, 강한, 튼튼한"
丈,気丈,"stout-hearted, firm","stout-cœur, ferme","굳건한 마음, 확고한"
丈,丈,"only, just, as","seulement, juste, comme","단지, 그냥,"
丈,方丈,square jo (approx. 10 sq feet); abbot's chamber; chief priest,jo carré (environ 10 pieds carrés); chambre de l’abbé; prêtre en chef,정사각형 조 (약 10 평방 피트); 원장의 방; 대제사장
丈,丈,"3.03 m (ten shaku); length, height","3,03 m (dix shaku); longueur, hauteur","3.03 m (10 샤쿠); 길이, 높이"
丈,草丈,rice plant's height,hauteur de la plante de riz,쌀 식물의 높이
浩,浩然,"broadminded, magnanimous; great and prosperous, vast","large d’esprit, magnanime; grand et prospère, vaste","넓은 생각, 웅장한; 위대하고 번영, 광대 한"
浩,浩瀚,"bulky, voluminous","volumineux, volumineux","부피가 큰, 볼륨감"
浩,浩然の気,universal life force (the source of animation for all things); free spirit (i.e. a mindset unencumbered with worldly concerns),force de vie universelle (la source de l’animation pour toutes choses); esprit libre (c’est-à-dire un état d’esprit sans encombre des préoccupations mondaines),"보편적 인 생명력 (모든 것을위한 애니메이션의 소스); 자유로운 정신(즉, 세상적인 염려에 방해받지 않는 사고방식)"
寛,寛容,"forbearance, tolerance, generosity","l’indulgence, la tolérance, la générosité","관용, 관용, 관대함"
寛,寛大,"tolerance, liberality, leniency","tolérance, libéralité, clémence","관용, 자유, 관용"
寛,寛,"lenient, gentle","indulgent, doux",관대하고 부드러운
寛,寛,relaxed,Détendu,편안한
寛,寛い,broadminded,broadminded,넓은 생각
寛,寛ぎ,"ease, relaxation, comfort, unwinding","facilité, détente, confort, dénouement","용이성, 휴식, 편안함, 풀기"
寛,寛ぐ,"to relax, to feel at home","pour se détendre, se sentir chez soi",긴장을 풀고 집에서 느끼기 위해
寛,寛げる,"to loose, to ease, to relax","de perdre, de se détendre, de se détendre","느슨하게, 쉽게, 휴식"
寛,寛厳,leniency and severity,clémence et gravité,관용과 심각성
寛,寛厚,"kindness, largeheartedness","bonté, grand cœur","친절, 큰 마음"
覆,覆う,"to cover, to hide, to conceal, to wrap, to disguise","pour couvrir, pour se cacher, pour dissimuler, pour envelopper, pour déguiser","커버하기, 숨기기, 은폐하기, 감싸기, 위장하기"
覆,覆す,"to overturn, to upset, to overthrow, to undermine","de renverser, de bouleverser, de renverser, de saper","전복, 화가, 전복, 훼손"
覆,転覆,"capsizing, overturn, turning over, upset; overthrow (e.g. a government)","chavirer, renverser, se retourner, contrarier; renversement (p. ex. un gouvernement)","캡시징, 전복, 뒤집기, 화가; 전복(예: 정부)"
覆,覆面,"mask, veil, disguise","masque, voile, déguisement","마스크, 베일, 변장"
覆,覆い,"mantle, cover, shroud, hood","manteau, couverture, linceul, capuche","맨틀, 커버, 슈라우드, 후드"
覆,被覆,"coating, covering","revêtement, revêtement","코팅, 커버링"
覆,覆る,"to topple over, to be overturned, to capsize","de basculer, d’être renversé, de chavirer","뒤집기, 뒤집기, 캡캡"
覆,覆いかくす,"to mask, to cover","pour masquer, couvrir","마스크를 쓰고, 덮기 위해"
覆,覆われ,"cover (e.g. of snow, trees, etc.)","couverture (p. ex. de la neige, des arbres, etc.)","덮개(예: 눈, 나무 등)"
覆,覆いかぶさる,"to hang over, to cover","de pendre, pour couvrir","걸기 위해, 커버하기"
胞,細胞,cell (biology),cellule (biologie),세포 (생물학)
胞,同胞,"brethren, brothers, fellow countrymen, fellowman, compatriot","frères, frères, compatriotes, compatriotes, compatriotes, compatriotes","형제, 형제, 동포, 동포"
胞,胞子,spore,Spore,포자
胞,卵胞,(ovarian) follicle,follicule (ovarique),(난소) 여포
胞,細胞分裂,cell division,division cellulaire,세포 분열
胞,芽胞,spore,Spore,포자
胞,気胞,"bladder, vesicle","vessie, vésicule","방광, 소포"
胞,共産党細胞,communist cell,cellule communiste,공산주의 세포
胞,細胞核,"nucleus (cell, biology)","noyau (cellule, biologie)","핵 (세포, 생물학)"
胞,細胞学,cytology,Cytologie,세포학
隔,隔たり,"distance, interval, gap, difference, estrangement","distance, intervalle, écart, différence, éloignement","거리, 간격, 간격, 차이, 소외"
隔,隔離,"isolation, segregation, separation, quarantine","l’isolement, la ségrégation, la séparation, la quarantaine","격리, 분리, 분리, 검역"
隔,間隔,"space, interval, SPC","espace, intervalle, CPS","공간, 간격, SPC"
隔,遠隔,"distant, remote, isolated","lointains, éloignés, isolés","먼, 원격, 고립"
隔,隔て,"partition, distinction","partition, distinction","파티션, 구별"
隔,隔てる,"to be shut out, to separate, to isolate","d’être exclu, de séparer, d’isoler","종료하고, 분리하고, 격리할 수 있습니다."
隔,隔週,every other week,toutes les deux semaines,격주로
隔,隔月,"every second month, every other month","tous les deux mois, tous les deux mois",매월 격월
隔,隔年,"biannually, every second year, every other year","tous les deux ans, tous les deux ans, tous les deux ans","격년으로, 격년마다, 격년마다"
隔,隔壁,barrier wall,mur de barrière,장벽 벽
浄,浄化,"purification, cleanup","purification, nettoyage","정화, 정화"
浄,洗浄,"washing, cleaning, laundering","lavage, nettoyage, blanchiment","세탁, 청소, 세탁"
浄,浄水,clean water,eau propre,깨끗한 물
浄,自浄,"self-purification, self-cleansing","auto-purification, autonettoyage","자기 정화, 자기 정화"
浄,浄化槽,"septic tank, tank for purifying water","fosse septique, réservoir pour purifier l’eau","정화조, 정화용 탱크"
浄,浄土真宗,Jodo Shinshu (offshoot of the Jodo sect),Jodo Shinshu (émanation de la secte Jodo),조도 신슈 (조도 종파의 분파)
浄,浄土,Pure Land (esp. the Western Pure Land paradise of Amitabha); Pure Land Buddhism,Pure Land (esp. le paradis de la Terre Pure Occidentale d’Amitabha); Bouddhisme pur de terre,순수한 땅 (esp. 아미타바의 서쪽 순수 토지 낙원); 순지 불교
浄,清浄,"pure, clean, purity","pur, propre, pureté",순수하고 깨끗한 순도
浄,浄瑠璃,ballad drama; drama narrator for the bunraku theatre (theater),drame ballade; narrateur dramatique pour le théâtre bunraku (théâtre),발라드 드라마; 분라쿠 극장의 드라마 해설자 (극장)
浄,浄土宗,"Pure Land sect (of Buddhism), Jodo (sect)","Secte Pure Land (du bouddhisme), Jodo (secte)","순요지 종파(불교), 조도(종파)"
没,戦没,"death in battle, killed in action","mort au combat, tué au combat","전투에서 죽음, 행동에 사망"
没,没後,"after death, posthumously","après la mort, à titre posthume","사후, 사후"
没,没,"discard; death; rejection (of a manuscript, etc.); lacking, without","jeter; la mort; rejet (d’un manuscrit, etc.); manque, sans","폐기; 죽음; 거부(원고 등); 부족, 없이"
没,日没,sunset,coucher de soleil,일몰
没,没頭,immersing oneself,s’immerger,자신을 몰입
没,陥没,"cave-in, subsidence","cave-in, affaissement","동굴 인, 침하"
没,沈没,"sinking, foundering","couler, en s’affaissant","싱크, 창업"
没,没収,"forfeiture, seizure, confiscation, impounding","confiscation, saisie, confiscation, mise en fourrière","몰수, 압류, 몰수, 압류"
没,死没,death,Mort,죽음
没,水没,submerge,Immerger,잠수함
暇,暇,"spare time, free time, leisure; time off, day off, vacation, holiday, leave; quitting (one's job), firing someone, divorcing (one's spouse); (of one's time) free, (of one's business) slow; leaving, departing","temps libre, temps libre, loisirs; congés, congés, vacances, vacances, congés; cesser de fumer (son travail), congédier quelqu’un, divorcer (son conjoint); (de son temps) libre, (de ses affaires) lent; quitter, au départ","여가 시간, 자유 시간, 여가; 휴가, 휴일, 휴가, 휴가, 휴가; 그만두기(자신의 직업), 누군가를 해고하고, 이혼(배우자); (자신의 시간의) 무료, (하나의 사업의) 느린; 떠나기, 출발"
